place_id;Bueno;Malo;Restaurante;latitude;longitude;Reviews;Calificacion
ChIJzwmuhyiaP44RKifCe9jrBIk;La mayoría de los comensales elogia la calidad de la comida, destacando especialmente las empanadas y las pizzas, que son consideradas deliciosas y auténticas. Muchos mencionan que los precios son cómodos y accesibles, lo que hace que la experiencia sea aún más atractiva. El ambiente del restaurante también recibe buenos comentarios, siendo descrito como agradable y acogedor. Además, el servicio es valorado positivamente por varios clientes, quienes destacan la amabilidad del personal.;Sin embargo, hay una tendencia preocupante en las reseñas sobre el servicio, con múltiples comentarios que mencionan una atención deficiente y demoras en el servicio. Algunos clientes han tenido experiencias negativas, como problemas con la atención al cliente y situaciones incómodas, como la presencia de un perro en el área de pago. También se han reportado errores en los pedidos y falta de atención a las solicitudes de los comensales, lo que ha llevado a una experiencia insatisfactoria para algunos.;La Monareta;4.629209299999999;-74.0658545;https://www.google.com/maps/place/?q=place_id:ChIJzwmuhyiaP44RKifCe9jrBIk;4.466666666666667
ChIJf72OFLebP44RNzs8OxmDhUs;Los clientes elogian la calidad y el sabor del ramen, destacando que es auténtico y comparable al que se puede encontrar en Japón. Muchos mencionan que los caldos son deliciosos y que los fideos están bien preparados. Además, el ambiente del restaurante es acogedor y limpio, lo que contribuye a una experiencia agradable. El servicio también recibe comentarios positivos, con el personal siendo descrito como amable y atento. Las gyozas y los postres, como el mochi, son otros platos que han sido bien recibidos.;Algunos comensales han tenido experiencias mixtas con ciertos platillos, como el ramen vegetariano, que fue criticado por estar sobrecocido y carecer de sabor. También hay menciones sobre la inconsistencia en la calidad de algunos ingredientes, como el cerdo que fue descrito como grasoso o seco en ocasiones. Además, se ha señalado que el restaurante puede ser pequeño y ruidoso en momentos de alta afluencia, lo que podría afectar la comodidad de la experiencia.;Aizu Ramen Izakaya;4.627519899999999;-74.0657799;https://www.google.com/maps/place/?q=place_id:ChIJf72OFLebP44RNzs8OxmDhUs;4.733333333333333
ChIJDyi4AqKbP44RAnG2IjKmxy4;Los clientes están encantados con la calidad y el sabor de la comida, destacando especialmente los platos brasileños como la moqueca y la feijoada. La atención al cliente es otro punto fuerte, con muchos elogios hacia la amabilidad y el servicio del personal. Además, el ambiente del restaurante es descrito como acogedor y agradable, ideal para compartir con amigos y familiares. Los precios son considerados justos y accesibles, lo que suma a la experiencia positiva.;Aunque la mayoría de las reseñas son muy positivas, hay algunas excepciones que mencionan experiencias negativas, como un mal servicio en un caso aislado. También se ha reportado que en ocasiones los pedidos pueden no estar completos, lo que puede generar frustración. Es recomendable estar atento a la atención durante momentos de alta demanda para asegurar una experiencia óptima.;Cafuné;4.6280113;-74.06613449999999;https://www.google.com/maps/place/?q=place_id:ChIJDyi4AqKbP44RAnG2IjKmxy4;4.933333333333334
ChIJf0o7YSiaP44RpvjsyRs40ns;Los clientes destacan la calidad y el sabor de la comida, especialmente los platos típicos colombianos, que son descritos como deliciosos y abundantes. El ambiente del restaurante es otro punto fuerte, con una decoración acogedora y un diseño atractivo que invita a quedarse. Además, el servicio es generalmente calificado como amable y eficiente, lo que contribuye a una experiencia positiva en general.;Algunos comensales han mencionado problemas con la atención al cliente, especialmente en situaciones de alta demanda, donde el servicio puede volverse lento o poco atento. También hay comentarios sobre la inconsistencia en la preparación de ciertos platos, como los vegetarianos que no cumplen con las expectativas. Por último, se ha reportado que el horario de atención no siempre coincide con lo indicado en Google Maps, lo que puede causar inconvenientes a los visitantes.;De Local;4.627743199999999;-74.0659946;https://www.google.com/maps/place/?q=place_id:ChIJf0o7YSiaP44RpvjsyRs40ns;4.871794871794871
ChIJ404DsembP44Rue6RqPWl-TE;Los clientes elogian la calidad y el sabor de las alitas y las salsas, destacando que son únicas y deliciosas. Muchos mencionan que el servicio es amable y atento, lo que mejora la experiencia general en el restaurante. El ambiente, aunque puede ser mejorado, es considerado agradable por varios comensales. Además, algunos resaltan la buena relación calidad-precio de los platos, especialmente el pollo coreano y las salsas.;Existen quejas recurrentes sobre la inconsistencia en el servicio, especialmente en el manejo de pedidos a domicilio, donde muchos clientes han experimentado largas esperas o problemas con la entrega. También se menciona que el ambiente puede ser insalubre debido a la presencia de palomas y mesas sucias. Algunos clientes consideran que las porciones son pequeñas en relación con el precio, lo que podría ser un punto a mejorar para el restaurante.;Oliva Kim chicken;4.6287211;-74.06623270000001;https://www.google.com/maps/place/?q=place_id:ChIJ404DsembP44Rue6RqPWl-TE;4.333333333333333
ChIJDy2oAyiaP44RxNDXjfJacc4;Los clientes elogian la calidad de la comida, destacando especialmente los crepes y waffles, que son considerados deliciosos y bien preparados. Muchos mencionan que el ambiente es agradable y acogedor, ideal para compartir con amigos y familiares. Además, el servicio es valorado positivamente en varias reseñas, con comentarios sobre la amabilidad del personal y la rapidez en la atención, especialmente en momentos menos concurridos.;Algunos comensales han tenido experiencias negativas con el servicio, mencionando actitudes groseras de ciertos empleados y demoras en la atención durante horas pico. También hay reseñas que indican que el lugar puede estar congestionado, lo que podría afectar la experiencia general. Por otro lado, hay opiniones mixtas sobre la consistencia del servicio, con algunos clientes reportando atención regular en ocasiones.;Crepes & Waffles Centro Comercial Plaza 39;4.626617899999999;-74.0658325;https://www.google.com/maps/place/?q=place_id:ChIJDy2oAyiaP44RxNDXjfJacc4;4.869281045751634
ChIJQ9xEAoiZP44R__CN9PoAM2c;Los clientes disfrutan de la hermosa vista que ofrece el restaurante, especialmente hacia los cerros y el horizonte de Bogotá, lo que crea un ambiente agradable y acogedor. La atención del personal también recibe elogios, destacando su amabilidad y disposición para atender a los comensales. Muchos mencionan que la comida es deliciosa, con una buena variedad de platos y opciones vegetarianas, lo que hace que la experiencia culinaria sea muy satisfactoria.;Sin embargo, hay varias quejas sobre la lentitud del servicio, con tiempos de espera que pueden superar los 30 minutos. Algunos clientes han recibido su comida fría y han notado que ciertos platos no están disponibles. Además, se menciona que los precios son considerados altos en relación con la calidad y el servicio, lo que ha llevado a algunos a buscar alternativas en otros lugares de la universidad.;Restaurante El Mirador;4.6268622;-74.0648132;https://www.google.com/maps/place/?q=place_id:ChIJQ9xEAoiZP44R__CN9PoAM2c;4.8
ChIJ-z5Vpl-aP44RUf8AHmUGik0;Los clientes disfrutan de la calidad y el sabor de las hamburguesas, destacando su frescura y las combinaciones de ingredientes. Muchos elogian la variedad de opciones, incluyendo las hamburguesas vegetarianas, y mencionan que los precios son razonables para la calidad ofrecida. El ambiente, aunque es una plazoleta de comidas, es considerado cómodo y accesible, y varios comensales aprecian la amabilidad del personal.;La atención al cliente ha sido un punto de crítica recurrente, con quejas sobre la falta de un sistema de turnos que cause demoras en la entrega de los pedidos. Algunos clientes han experimentado tiempos de espera prolongados, lo que ha llevado a que la comida llegue fría. También hay comentarios sobre la inconsistencia en la calidad de algunos platillos, como las papas, que en ocasiones no cumplen con las expectativas.;Bozgos Burgers;4.6267796;-74.06604180000001;https://www.google.com/maps/place/?q=place_id:ChIJ-z5Vpl-aP44RUf8AHmUGik0;4.866666666666666
ChIJt-jH2tabP44Ra03yDRbhkOo;Los clientes elogian la calidad y el sabor de las hamburguesas, destacando especialmente la Hamburguesa Miami y la de chicharrón como opciones imperdibles. El servicio también recibe altas calificaciones, con muchos comentarios que resaltan la amabilidad y rapidez del personal. Además, el ambiente es descrito como acogedor y agradable, ideal para disfrutar de una buena comida en compañía de amigos o familiares.;Algunos comensales han tenido experiencias negativas con la calidad de la comida, mencionando hamburguesas frías o mal preparadas, así como problemas con el servicio, como recibir pedidos incorrectos. También hay que considerar que el lugar es pequeño, lo que puede generar esperas en horas pico. Por último, algunos clientes han señalado que los precios pueden ser altos en comparación con la cantidad y calidad de los platillos.;Fronteras Casual Food;4.6277516;-74.0661717;https://www.google.com/maps/place/?q=place_id:ChIJt-jH2tabP44Ra03yDRbhkOo;4.607843137254902
ChIJE1Jk94eZP44RtKRA7LHO2P0;Los clientes destacan la calidad excepcional de las pizzas, describiéndolas como deliciosas y únicas en sabores. La atención al cliente es otro punto fuerte, con muchos comentarios que elogian la amabilidad y el servicio rápido del personal. Además, el ambiente del lugar es muy apreciado, siendo acogedor y con música en vivo que enriquece la experiencia, especialmente los eventos de salsa y jazz. Muchos consideran que es un lugar ideal para disfrutar de un buen café o una comida en un entorno agradable.;Algunos comensales mencionan que el espacio es pequeño, lo que puede hacer que la experiencia sea un poco incómoda en momentos de alta afluencia. También hay comentarios sobre la falta de agilidad en el servicio en ciertas ocasiones. Además, se ha señalado que hay un cargo adicional por el cover cuando hay música en vivo, lo que podría ser una sorpresa para algunos. Por último, algunos clientes sugieren que podría haber más variedad en las bebidas ofrecidas.;Parnaso Café;4.6266219;-74.0662423;https://www.google.com/maps/place/?q=place_id:ChIJE1Jk94eZP44RtKRA7LHO2P0;4.866666666666666
ChIJO6Yi8yiaP44RSOCZSGj7Ous;Muchos clientes destacan la calidad y el sabor de la comida, especialmente los sándwiches, que son considerados deliciosos y frescos. El servicio también recibe elogios, con varios comentarios que mencionan la atención amable y rápida del personal. Además, el ambiente del restaurante es valorado positivamente, siendo descrito como limpio y cómodo, lo que contribuye a una buena experiencia general.;Existen quejas sobre la inconsistencia en la atención al cliente, con algunos usuarios reportando experiencias de servicio grosero o poco cordial. También se menciona que en ocasiones el servicio puede ser lento, lo que puede afectar la experiencia, especialmente en horas pico. Algunos clientes han expresado su descontento con la calidad de ciertos platillos, señalando que no siempre cumplen con las expectativas generadas por la publicidad. Además, hay comentarios sobre precios que algunos consideran altos en relación a la cantidad servida.;Subway;4.629487399999999;-74.0667754;https://www.google.com/maps/place/?q=place_id:ChIJO6Yi8yiaP44RSOCZSGj7Ous;4.6
ChIJJUIsXCiaP44RZJv-p4eobDc;Los clientes suelen destacar la calidad y el sabor de la comida, especialmente la bandeja paisa y la cazuela montañera, que son considerados platos obligados. Muchos elogian el ambiente del restaurante, que es acogedor y tiene un estilo típico paisa, lo que lo convierte en un lugar agradable para disfrutar de una buena comida. Además, varios comensales mencionan la amabilidad y atención del personal como un punto positivo, lo que mejora la experiencia general.;Existen quejas recurrentes sobre la inconsistencia en la calidad de la comida, con algunos platos llegando fríos o mal preparados. También se han reportado problemas con el servicio, incluyendo demoras y actitudes poco amables de algunos meseros. Los precios han sido considerados elevados por algunos clientes, especialmente en relación con las porciones servidas, lo que ha llevado a comentarios sobre la falta de claridad en la facturación. Además, hay preocupaciones sobre la limpieza y la frescura de algunos ingredientes.;Restaurante típico Comedorcito Paisa;4.6286043;-74.06731649999999;https://www.google.com/maps/place/?q=place_id:ChIJJUIsXCiaP44RZJv-p4eobDc;3.8666666666666663
ChIJO7yhXiiaP44RXvdA7xjse7w;Los clientes destacan la calidad excepcional de la comida, especialmente la lasaña y las pastas, que son consideradas entre las mejores de la ciudad. El servicio también recibe elogios constantes por ser amable y eficiente, lo que contribuye a una experiencia agradable. Además, el ambiente del restaurante es descrito como acogedor y perfecto para disfrutar en familia, lo que lo convierte en un lugar muy recomendado para compartir.;Algunos comensales han mencionado que los precios pueden ser un poco altos en relación con las porciones servidas, lo que podría ser un factor a considerar. También hay comentarios sobre la limpieza del lugar, ya que se reportaron mesas sucias en ocasiones. Por último, se sugiere que el aparcamiento puede ser complicado, ya que aunque hay opciones cercanas, puede requerir un poco de caminata.;San Marcos Pastas y Panadería;4.6280247;-74.066966;https://www.google.com/maps/place/?q=place_id:ChIJO7yhXiiaP44RXvdA7xjse7w;5.0
ChIJy7u4lCiaP44RFC6fm8fP-k4;Los clientes elogian el excelente servicio que reciben en el restaurante, destacando la amabilidad y atención del personal. Muchos también mencionan la calidad de la comida, especialmente el pollo y las hamburguesas, que son descritas como deliciosas y bien preparadas. El ambiente es valorado positivamente, siendo considerado limpio y familiar, lo que lo convierte en un buen lugar para disfrutar en compañía.;Algunos comensales han señalado que los precios son altos en relación con las porciones servidas, lo que ha llevado a comparaciones desfavorables con otras opciones en la zona. También hay comentarios sobre la inconsistencia en la calidad de ciertos platillos, como el pollo, que ha sido descrito como salado o en mal estado en ocasiones. Además, se menciona que el ambiente puede verse afectado por la presencia de personas sin hogar en los alrededores, lo que podría generar incomodidad.;Kokoriko;4.6302405;-74.0666572;https://www.google.com/maps/place/?q=place_id:ChIJy7u4lCiaP44RFC6fm8fP-k4;4.738562091503268
ChIJ3-XLYyiaP44REkcTPhmXh_0;Los clientes aprecian la variedad del menú y los precios accesibles, destacando que el restaurante ofrece opciones deliciosas como la frijolada y la bandeja paisa. Muchos elogian la atención del personal, describiéndola como amable y atenta, lo que contribuye a una experiencia agradable. Además, el ambiente es considerado bonito y acogedor, ideal para disfrutar de una buena comida, especialmente en la zona universitaria.;Existen quejas sobre la inconsistencia en la calidad de la comida, con algunos clientes reportando platos mal cocidos, como pollo crudo y chuletas a medio cocinar. También se mencionan problemas con el servicio, como demoras y atención deficiente en momentos de alta afluencia. Algunos comensales han tenido experiencias negativas con pedidos a domicilio, señalando que no recibieron lo que solicitaron y que la atención al cliente no fue satisfactoria.;Restaurante Cardenales;4.6289782;-74.0662967;https://www.google.com/maps/place/?q=place_id:ChIJ3-XLYyiaP44REkcTPhmXh_0;4.4
ChIJhYKXYCiaP44RhRXl9F9mSIA;Los clientes destacan la calidad y el sabor de la comida, con muchos comentarios que elogian la variedad del menú y la buena sazón de los platillos. La atención al cliente también recibe altas calificaciones, con menciones sobre el servicio rápido y amable. Además, el ambiente del restaurante es valorado positivamente, especialmente en términos de limpieza y comodidad, lo que lo convierte en un lugar agradable para disfrutar de una comida.;Algunos comensales han tenido experiencias negativas con el servicio, mencionando demoras y problemas en la atención, así como un caso extremo de mal manejo de pagos. También hay reseñas que indican que la calidad de ciertos platillos puede ser inconsistente, y un par de clientes reportaron problemas de salud tras consumir alimentos. Por último, el ruido ambiental ha sido señalado como un factor que podría afectar la experiencia en el lugar.;La Cerca;4.6288681;-74.066682;https://www.google.com/maps/place/?q=place_id:ChIJhYKXYCiaP44RhRXl9F9mSIA;4.738562091503268
ChIJuwICiSiaP44RuZuxgOCA_2E;Los clientes destacan la excelente relación calidad-precio del restaurante, mencionando que la comida es rica y variada, con opciones que se adaptan a todos los bolsillos. Muchos elogian el servicio amable y eficiente, así como la limpieza del lugar. Las promociones y combos son muy apreciados, especialmente por los estudiantes, quienes encuentran en este sitio una opción económica y satisfactoria para sus almuerzos. Las alitas y los platos de huevos pericos son especialmente recomendados.;Algunos comensales han reportado problemas con el servicio, mencionando que en horas pico puede haber demoras en la entrega de los pedidos y que el lugar puede volverse desordenado debido a la gran afluencia de clientes. También hay comentarios negativos sobre la actitud de ciertos empleados, lo que puede afectar la experiencia general. Además, algunos clientes han señalado que la calidad de ciertos platillos, como las salchipapas, no siempre cumple con las expectativas.;Pinky - Comidas Rápidas;4.629283;-74.0662269;https://www.google.com/maps/place/?q=place_id:ChIJuwICiSiaP44RuZuxgOCA_2E;4.533333333333333
ChIJD8Y5XiiaP44RbqqNGWOr6no;Los clientes disfrutan de la deliciosa comida, destacando la variedad de platos y la buena sazón, especialmente en opciones como la sobrebarriga y el pollo crispy. Muchos elogian la atención amable y rápida de algunos meseros, así como la relación calidad-precio, considerando que los almuerzos son generosos y a precios razonables. El ambiente también es valorado positivamente, siendo descrito como agradable y cómodo para disfrutar de una buena comida.;Existen quejas sobre la inconsistencia en el servicio, con algunos clientes reportando demoras significativas en la entrega de los platos y experiencias negativas con ciertos meseros. También se menciona que, en ocasiones, la comida llega fría o no cumple con las expectativas. Algunos comensales sugieren que el restaurante puede estar muy concurrido, lo que podría afectar la rapidez del servicio.;Saborex;4.6288965;-74.0668074;https://www.google.com/maps/place/?q=place_id:ChIJD8Y5XiiaP44RbqqNGWOr6no;4.8
ChIJRfxVqNGbP44RRX4Ks3nP4E8;Muchos clientes destacan la variedad de platos y la buena atención del personal, especialmente en momentos de menor afluencia. Algunos elogian la calidad y el sabor de la comida, mencionando que el arroz paisa es una opción recomendada. También hay comentarios positivos sobre la rapidez en el servicio y la presentación de los platos, lo que contribuye a una experiencia agradable en el local.;Sin embargo, hay una tendencia preocupante en las reseñas sobre el servicio al cliente, con múltiples quejas sobre demoras en la atención y actitudes groseras de algunos empleados. La calidad de la comida también ha sido criticada, con menciones de platos fríos, ingredientes en mal estado y porciones escasas. Además, algunos clientes han reportado problemas con pedidos que nunca llegaron y falta de higiene en los utensilios y el local.;Sr. Arroz Paisa - Palermo;4.6287487;-74.0668823;https://www.google.com/maps/place/?q=place_id:ChIJRfxVqNGbP44RRX4Ks3nP4E8;3.954248366013072
ChIJsQFcAsSbP44RrP-8An8vdkU;Los clientes elogian la calidad y el sabor de la comida, destacando especialmente las hamburguesas y los nuggets, que son considerados deliciosos y bien preparados. Muchos mencionan la amabilidad del personal y la rapidez en el servicio, lo que contribuye a una experiencia agradable. Además, el ambiente es valorado positivamente, aunque algunos lo consideran pequeño, lo que no impide que los comensales disfruten de su visita. La relación calidad-precio también es un punto fuerte, con precios accesibles para la calidad de los platillos.;Algunos comensales han reportado problemas con la consistencia y el sabor de ciertos platillos, mencionando que las hamburguesas pueden ser secas o insípidas. También hay que tener en cuenta que el local puede estar muy concurrido, lo que puede resultar en tiempos de espera más largos. Además, se han señalado preocupaciones sobre la limpieza y la salubridad en la manipulación de los alimentos, así como la incomodidad del espacio, que puede ser un factor a considerar para quienes buscan un ambiente más relajado.;Cero Pollito;4.6288336;-74.0671387;https://www.google.com/maps/place/?q=place_id:ChIJsQFcAsSbP44RrP-8An8vdkU;4.4
ChIJ9zVVRSSbP44Rf3aBJyCciAg;Muchos clientes destacan el sabor del pollo, describiéndolo como delicioso y bien sazonado, con un tamaño adecuado. El ambiente del restaurante también recibe elogios, siendo considerado agradable y acogedor. Además, hay comentarios positivos sobre la atención de algunos meseros, quienes son descritos como amables y atentos, lo que mejora la experiencia general de los comensales.;Sin embargo, el servicio ha sido un punto crítico en numerosas reseñas. Muchos clientes mencionan demoras excesivas en la atención y en la entrega de los pedidos, tanto en el lugar como a domicilio. También se reportan problemas con la calidad de la comida, como pollo seco o mal cocido, y la presentación de los platos. Algunos comensales se quejan de la actitud de ciertos meseros, que no cumplen con las expectativas de atención al cliente.;El Agarre;4.6294154;-74.06709699999999;https://www.google.com/maps/place/?q=place_id:ChIJ9zVVRSSbP44Rf3aBJyCciAg;3.2
ChIJ_xKZoxObP44R3s5_QMhvP5I;Los clientes disfrutan de la calidad y el sabor de las hamburguesas, destacando que son frescas y bien preparadas. El servicio también recibe elogios, con muchos comentarios sobre la atención rápida y amable del personal. Además, el ambiente del restaurante es valorado positivamente, siendo descrito como limpio y cómodo, ideal para compartir con amigos o disfrutar de una buena comida.;Algunos comensales han mencionado que el tiempo de espera para recibir los pedidos puede ser un poco largo, especialmente en horas pico. También hay reseñas que indican que ciertos platillos, como la hamburguesa mexicana, pueden no cumplir con las expectativas en cuanto a presentación y cantidad. Por último, se ha señalado que los precios pueden ser considerados altos por algunos, en relación a la cantidad servida.;El Corral Calle 38;4.626842799999999;-74.067444;https://www.google.com/maps/place/?q=place_id:ChIJ_xKZoxObP44R3s5_QMhvP5I;4.933333333333334
